,Country Name,Country Code,Year,Population,Period life expectancy at birth,Infant Mortality,GDP Per Capita,GNP Per Capita,PPP Per Capita,Continent,Log GDP Per Capita,Log GNP Per Capita,Log PPP Per Capita
7207,Puerto Rico,PRI,2000,3810605.0,75.51,,16192.13,10550.0,0.71,North America,9.692280413704408,9.263881138904212,-0.3482711072946892
7208,Portugal,PRT,2000,10289898.0,76.83,5.5,11526.37,12180.0,0.66,Europe,9.352392912127764,9.407550541263888,-0.41395302880451884
7209,Paraguay,PRY,2000,5100868.0,70.03,28.7,1736.12,1500.0,872.5,South America,7.459406457516051,7.313220387090301,6.771366922145873
7210,French Polynesia,PYF,2000,240337.0,79.0,,14978.32,19380.0,,Oceania,9.614359375289848,9.871996885444757,
7211,Qatar,QAT,2000,644989.0,75.25,10.4,27535.18,19620.0,1.13,Asia,10.223219845616185,9.884304733119354,0.12051414651192062
7212,Romania,ROU,2000,22442971.0,71.16,18.1,1659.93,1710.0,0.62,Europe,7.4145301389343015,7.444248649496705,-0.48433759044016866
7213,Rwanda,RWA,2000,8213931.0,47.8,107.9,251.87,270.0,161.1,Africa,5.528910158688411,5.598421958998375,5.082022903031507
7214,Saudi Arabia,SAU,2000,16177722.0,72.61,19.9,11714.56,10450.0,0.9,Asia,9.368587993651369,9.254357257392957,-0.10286864145163381
7215,Sudan,SDN,2000,27816745.0,58.95,70.8,362.12,330.0,0.36,Africa,5.891967039060122,5.799092654460526,-1.0332297541832194
7216,Senegal,SEN,2000,9968260.0,57.62,73.8,603.23,650.0,218.22,Africa,6.40230379272756,6.476972362889683,5.385492318740652
7217,Singapore,SGP,2000,4027887.0,77.75,3.0,23852.84,23680.0,0.94,Asia,10.079658522837384,10.072386088997941,-0.06267712678380793
7218,Solomon Islands,SLB,2000,440469.0,67.12,23.2,953.17,920.0,3.82,Oceania,6.8597952665872635,6.824373670043086,1.3412650618167796
7219,Sierra Leone,SLE,2000,4423611.0,44.83,123.4,143.74,150.0,0.42,Africa,4.968032153440774,5.0106352940962555,-0.8565483896569627
7220,El Salvador,SLV,2000,5943366.0,67.71,26.5,1982.87,1890.0,0.45,North America,7.5923010408878495,7.5443321080536885,-0.8021469725759766
7221,San Marino,SMR,2000,26799.0,80.5,5.0,37600.71,,0.76,Europe,10.534778152018927,,-0.277177992251544
7222,Somalia,SOM,2000,8838713.0,50.75,104.3,386.12,370.0,7912.76,Africa,5.956146322773415,5.91350300563827,8.97623183137533
7223,Serbia,SRB,2000,7516346.0,72.33,10.9,974.73,1720.0,9.6,Europe,6.882155861378929,7.450079569807499,2.261631061569802
7224,South Sudan,SSD,2000,6032267.0,47.59,118.5,,,,Africa,,,
7225,Sao Tome and Principe,STP,2000,144018.0,61.21,50.7,529.09,480.0,2.31,Africa,6.271157384337884,6.173786103901937,0.83559530744844
7226,Suriname,SUR,2000,476643.0,64.41,27.3,1988.22,1950.0,0.45,South America,7.59499591482723,7.575584651557793,-0.7933614600931732
7227,Slovenia,SVN,2000,1988925.0,75.83,4.5,10135.72,11270.0,0.53,Europe,9.223821285843352,9.329899607033822,-0.6414830549387968
7228,Sweden,SWE,2000,8872109.0,79.74,3.4,29632.77,31600.0,9.16,Europe,10.296636244359433,10.360912399575003,2.215183348912005
7229,Swaziland,SWZ,2000,1041414.0,47.63,73.0,1668.97,1610.0,2.54,Africa,7.419964892576071,7.383989457978509,0.9334362669284808
7230,Sint Maarten (Dutch part),SXM,2000,30773.0,74.41,,,,,North America,,,
7231,Seychelles,SYC,2000,81131.0,71.31,11.8,8063.66,7920.0,3.15,Africa,8.995122207371132,8.977146484808472,1.1466361139913224
7232,Turks and Caicos Islands,TCA,2000,18730.0,73.97,7.9,,,,North America,,,
7233,Chad,TCD,2000,8512093.0,47.94,102.0,163.12,180.0,160.72,Africa,5.094496325352057,5.19295685089021,5.0796891887433615
7234,Togo,TGO,2000,5140037.0,54.58,70.8,409.89,420.0,221.42,Africa,6.01588834989606,6.040254711277414,5.400054158684112
7235,Thailand,THA,2000,63007815.0,71.21,18.5,2005.98,1980.0,11.04,Asia,7.603886475505856,7.590852123688581,2.4014210598917582
7236,Tajikistan,TJK,2000,6284735.0,63.54,62.2,136.93,170.0,0.27,Asia,4.919438562722726,5.135798437050262,-1.2932458454684008
7237,Turkmenistan,TKM,2000,4582677.0,64.93,58.3,633.84,590.0,0.46,Asia,6.451789437544828,6.380122536899765,-0.7832723642397035
7238,Tonga,TON,2000,102677.0,69.63,13.8,1995.08,2010.0,0.85,Oceania,7.598437676204342,7.605890001053122,-0.15905456990899466
7239,Trinidad and Tobago,TTO,2000,1319774.0,68.63,26.1,6178.59,5180.0,2.79,North America,8.728845329524084,8.55256033525353,1.0259031644083914
7240,Tunisia,TUN,2000,9764935.0,72.6,23.9,2199.04,2260.0,0.51,Africa,7.695778299290393,7.723120092266331,-0.6808804633038185
7241,Tuvalu,TUV,2000,9544.0,63.54,35.8,1579.42,2330.0,1.05,Oceania,7.364812376609119,7.753623546559746,0.04773003115487627
7242,Tanzania,TZA,2000,34260139.0,53.24,85.3,401.7,400.0,276.3,Africa,5.995700937507903,5.991464547107982,5.621482506177817
7243,Uganda,UGA,2000,24000150.0,49.64,89.8,258.05,270.0,561.51,Africa,5.55315467725067,5.598421958998375,6.33062899346549
7244,Ukraine,UKR,2000,49556660.0,67.79,17.6,653.29,680.0,0.84,Europe,6.482027734512665,6.522092798170152,-0.17366225382174416
7245,Uruguay,URY,2000,3266206.0,74.69,14.7,6987.7,7180.0,7.74,South America,8.85190688093699,8.87905466204227,2.045876054898827
7246,United States,USA,2000,282162411.0,76.81,7.1,36329.97,35960.0,1.0,North America,10.500398306596006,10.490162488585556,0.0
7247,Uzbekistan,UZB,2000,24787054.0,65.46,55.1,555.15,620.0,52.95,Asia,6.319236962466777,6.429719478039138,3.96943014725785
7248,British Virgin Islands,VGB,2000,20241.0,74.75,14.5,,,,North America,,,
7249,Vanuatu,VUT,2000,186281.0,68.59,21.4,1460.24,1420.0,91.11,Oceania,7.286354836275616,7.258412150595307,4.512038013043528
7250,Samoa,WSM,2000,181685.0,70.79,16.4,1424.75,1410.0,1.48,Oceania,7.261753323237087,7.251344983372214,0.3906013227063427
7251,South Africa,ZAF,2000,47159719.0,58.37,46.9,3217.85,3260.0,2.76,Africa,8.076467761002995,8.089482474360754,1.0147065315237327
7252,Zambia,ZMB,2000,10017631.0,46.58,89.4,359.43,350.0,0.65,Africa,5.8845180549769145,5.857933154483459,-0.4239680321253876
7253,Zimbabwe,ZWE,2000,11892055.0,46.03,59.3,562.56,350.0,0.4,Africa,6.3324922852014405,5.857933154483459,-0.9264404693322389
7254,Aruba,ABW,2001,91439.0,73.04,,20740.13,20340.0,1.16,North America,9.939825874377222,9.920344669602551,0.1510459529747343
7255,Afghanistan,AFG,2001,20284307.0,55.51,107.0,138.71,,8.8,Asia,4.932362509068179,,2.1748332547782314
7256,Angola,AGO,2001,16747208.0,47.03,111.9,533.59,400.0,4.21,Africa,6.279620636719214,5.991464547107982,1.4363668452739211
7257,Albania,ALB,2001,3060173.0,75.08,17.0,1281.66,1280.0,42.81,Europe,7.155911255637988,7.154615356913663,3.7567975468310517
7258,Andorra,AND,2001,65852.0,82.16,6.3,23511.3,,0.71,Europe,10.065236229237248,,-0.3403785973689503
7259,United Arab Emirates,ARE,2001,3723590.0,77.62,8.3,27745.17,28360.0,1.15,Asia,10.230817079121199,10.252734980646064,0.13719224997753413
7260,Argentina,ARG,2001,37624825.0,74.15,16.2,7141.48,6930.0,0.64,South America,8.873674627361462,8.84361509218395,-0.44262402467315864
7261,Armenia,ARM,2001,3211800.0,71.17,26.4,659.59,680.0,128.71,Europe,6.491616896391499,6.522092798170152,4.857598810781604
7262,American Samoa,ASM,2001,57053.0,71.57,,,,,Oceania,,,
7263,Antigua and Barbuda,ATG,2001,76069.0,75.11,11.9,11535.77,10600.0,1.69,North America,9.353208294023462,9.268609280100158,0.5219186687749827
7264,Australia,AUS,2001,19274701.0,80.01,5.0,19695.73,20330.0,1.33,Oceania,9.88815712665637,9.919852906622392,0.283331371864507
7265,Austria,AUT,2001,8042293.0,78.72,4.5,24430.5,25330.0,0.92,Europe,10.103587466249587,10.13974474299572,-0.08023981043034195
7266,Azerbaijan,AZE,2001,8111200.0,66.04,55.7,703.67,680.0,0.17,Europe,6.5563109153687735,6.522092798170152,-1.7500118975731118
7267,Burundi,BDI,2001,6634365.0,48.51,86.1,132.16,130.0,207.72,Africa,4.884009939170226,4.867534450455582,5.336171806611439
7268,Belgium,BEL,2001,10286570.0,78.08,4.7,23015.07,24460.0,0.89,Europe,10.043904552629177,10.104794409241164,-0.11387891665651181
7269,Benin,BEN,2001,7445596.0,56.65,77.8,492.4,510.0,206.55,Africa,6.199294439612469,6.234410725718371,5.330545353424706
7270,Burkina Faso,BFA,2001,12295001.0,51.19,90.5,259.49,270.0,200.49,Africa,5.55869975832737,5.598421958998375,5.300753970419
7271,Bangladesh,BGD,2001,136805810.0,62.84,56.6,394.66,420.0,15.97,Asia,5.978015538310382,6.040254711277414,2.7705899835496344
7272,Bulgaria,BGR,2001,8009142.0,71.88,13.8,1770.91,1770.0,0.56,Europe,7.479247151474288,7.478734825567875,-0.5873587354014099
7273,Bahrain,BHR,2001,661316.0,74.94,10.1,13573.23,12730.0,0.11,Asia,9.515855043430273,9.451716691551452,-2.2022141309276533
7274,Bosnia and Herzegovina,BIH,2001,4179438.0,75.57,7.8,1387.89,1420.0,0.7,Europe,7.23554251804154,7.258412150595307,-0.35056901491336223
7275,Belarus,BLR,2001,9928549.0,68.44,9.2,1244.37,1300.0,0.03,Europe,7.126387216442157,7.170119543449628,-3.585324837598562
7276,Belize,BLZ,2001,248379.0,68.94,19.0,4721.82,4470.0,1.2,North America,8.4599488046918,8.405143687607614,0.1831067260308736
7277,Bermuda,BMU,2001,61867.0,78.64,,59490.25,,1.14,North America,10.993567631932075,,0.13313427784315807
7278,Bolivia,BOL,2001,8752736.0,62.54,56.6,930.17,930.0,1.79,South America,6.835365459266528,6.835184586147301,0.5819595700887932
7279,Brazil,BRA,2001,176301203.0,69.98,27.3,3176.29,3370.0,0.8,South America,8.063468925734382,8.122668023346407,-0.22043392332269762
7280,Barbados,BRB,2001,262425.0,74.71,13.1,11639.52,11030.0,1.55,North America,9.362161144150098,9.308374112247549,0.4375043872677638
7281,Bhutan,BTN,2001,610794.0,63.32,56.7,812.24,780.0,11.48,Asia,6.699793660158934,6.659293919683638,2.4406250439010146
7282,Botswana,BWA,2001,1712254.0,52.21,42.3,3206.07,3190.0,1.95,Africa,8.072801552791178,8.06777619577889,0.665381866419307
7283,Central African Republic,CAF,2001,3919487.0,46.73,98.3,237.95,240.0,260.72,Africa,5.472067722593991,5.480638923341991,5.563435860928707
7284,Canada,CAN,2001,31020855.0,79.45,5.3,23822.1,23120.0,1.22,North America,10.078368841175534,10.048453322786314,0.19923111430770654
7285,Switzerland,CHE,2001,7229854.0,80.25,4.6,39638.79,42010.0,1.77,Europe,10.587563491162197,10.645662964163428,0.5702001468874893
7286,Chile,CHL,2001,15683849.0,77.58,8.7,4563.6,4780.0,296.18,South America,8.425866034541322,8.472195825485501,5.690950651154393
7287,China,CHN,2001,1271850000.0,72.68,27.8,1053.11,1010.0,2.72,Asia,6.95950516782107,6.917705609835305,0.9994083969545016
7288,Côte d'Ivoire,CIV,2001,18178913.0,51.43,89.4,924.73,550.0,228.48,Africa,6.829498877788343,6.309918278226516,5.4314316095691515
7289,Cameroon,CMR,2001,15309490.0,53.6,80.9,715.47,700.0,239.18,Africa,6.572940083768003,6.551080335043404,5.477197689250945
7290,Colombia,COL,2001,39709262.0,71.19,21.0,2472.99,2360.0,820.15,South America,7.813183563656219,7.7664168980196555,6.709482148506331
7291,Comoros,COM,2001,547220.0,59.59,62.7,691.7,710.0,203.6,Africa,6.539152203715245,6.565264970035361,5.316141452624931
7292,Costa Rica,CRI,2001,4008947.0,77.61,10.8,3985.13,3700.0,160.02,North America,8.290325174146954,8.216088098632316,5.075309447885603
7293,Cuba,CUB,2001,11144132.0,76.43,6.5,2842.97,2760.0,,North America,7.952603519288325,7.9229859587111955,
7294,Curacao,CUW,2001,129047.0,73.36,,16609.85,,1.29,North America,9.71775089814795,,0.2542304925615663
7295,Cayman Islands,CYM,2001,41089.0,74.53,,,,,North America,,,
7296,Cyprus,CYP,2001,964127.0,78.18,5.4,14821.45,14170.0,0.71,Europe,9.603830682108951,9.558882332684727,-0.34020604612750605
7297,Czechia,CZE,2001,10216605.0,75.31,4.2,6669.07,6350.0,14.32,Europe,8.805236440906985,8.756210091886738,2.661801494691387
7298,Germany,DEU,2001,82349925.0,78.4,4.3,23878.36,24740.0,0.93,Europe,10.08072806211006,10.11617664594648,-0.07290085485920049
7299,Djibouti,DJI,2001,771313.0,57.51,79.5,742.13,,,Africa,6.609529538378267,,
7300,Dominica,DMA,2001,68288.0,71.86,17.0,4981.9,4560.0,1.98,North America,8.513565790047512,8.425077902508432,0.6843932900813146
7301,Denmark,DNK,2001,5358783.0,76.97,4.6,30768.48,31430.0,8.69,Europe,10.334245988610062,10.355518129791614,2.162383964190645
7302,Dominican Republic,DOM,2001,8720283.0,70.55,32.9,2935.89,2700.0,7.26,North America,7.984767174203522,7.90100705199242,1.9823998532386446
7303,Algeria,DZA,2001,31331221.0,71.02,33.6,1896.3,1720.0,15.34,Africa,7.547660008245038,7.450079569807499,2.7306363127214457
7304,Ecuador,ECU,2001,12910740.0,72.57,23.0,1791.3,1490.0,0.3,South America,7.490698900174364,7.306531398939505,-1.208628344829111
7305,Eritrea,ERI,2001,2312079.0,58.36,49.0,325.41,320.0,2.19,Africa,5.785083349009357,5.768320995793772,0.7819824079144674
7306,Spain,ESP,2001,40850412.0,79.74,4.2,15368.23,15530.0,0.75,Europe,9.640057917661894,9.650528916142733,-0.290996893739662
7307,Estonia,EST,2001,1388115.0,70.83,8.1,4502.67,4310.0,0.49,Europe,8.412424978073629,8.368693183097793,-0.7177083517891111
7308,Ethiopia,ETH,2001,69487762.0,51.43,88.7,118.46,120.0,1.94,Africa,4.774551749821212,4.787491742782046,0.6614686916623036
7309,Finland,FIN,2001,5188008.0,78.14,3.4,24965.2,25850.0,1.0,Europe,10.125238254156448,10.160065879936575,0.002638516053042812
7310,Fiji,FJI,2001,849596.0,66.2,16.6,1945.0,2050.0,0.76,Oceania,7.573015926801792,7.6255950721324535,-0.2707979444217943
7311,France,FRA,2001,61364377.0,79.22,3.9,22331.79,23900.0,0.91,Europe,10.013766719315848,10.081633737919603,-0.092467324549292
7312,Faroe Islands,FRO,2001,46635.0,78.33,,24879.77,,,Europe,10.121810421481351,,
7313,Gabon,GAB,2001,1309589.0,61.98,49.5,3835.76,3290.0,207.24,Africa,8.252122134416215,8.098642843759418,5.33388866690917
7314,United Kingdom,GBR,2001,59119673.0,78.12,5.5,27906.57,29110.0,0.69,Europe,10.236617406147737,10.278837036739668,-0.36459623468674207
7315,Georgia,GEO,2001,4014373.0,70.37,27.4,801.98,780.0,0.49,Europe,6.687088454395717,6.659293919683638,-0.7125855804331479
7316,Ghana,GHA,2001,20167069.0,58.4,59.8,263.54,290.0,0.17,Africa,5.574213341882644,5.66988092298052,-1.761342771328485
7317,Gibraltar,GIB,2001,27657.0,80.42,,,,,Europe,,,
7318,Guinea,GIN,2001,8539960.0,52.67,93.2,483.09,530.0,753.24,Africa,6.180192870454136,6.272877006546167,6.624388941710869
7319,Guinea-Bissau,GNB,2001,1261273.0,51.05,97.5,327.14,350.0,225.27,Africa,5.790383420679555,5.857933154483459,5.4173184840996935
7320,Equatorial Guinea,GNQ,2001,749836.0,53.83,103.4,1948.61,760.0,137.29,Africa,7.574872325646453,6.633318433280377,4.922095044580824
7321,Greece,GRC,2001,10862132.0,78.91,5.1,12156.96,13080.0,0.67,Europe,9.405656900724013,9.47883962501119,-0.40279068756107184
7322,Grenada,GRD,2001,107987.0,73.03,13.1,4819.51,4310.0,1.79,North America,8.480427078704917,8.368693183097793,0.5804207440609306
7323,Greenland,GRL,2001,56350.0,66.27,,19275.43,19390.0,5.25,North America,9.866586712624548,9.872512748236698,1.6575668471858802
7324,Guatemala,GTM,2001,11969422.0,67.44,39.3,1537.69,1590.0,2.51,North America,7.338034381440451,7.371489295214277,0.918792064901779
7325,Guam,GUM,2001,161329.0,75.19,,,,,Oceania,,,
7326,Guyana,GUY,2001,764477.0,64.38,40.4,931.57,860.0,71.11,South America,6.836876405662366,6.756932389247553,4.264293741309133
7327,Honduras,HND,2001,6757993.0,68.49,28.4,1132.16,1050.0,6.62,North America,7.0318868977446245,6.956545443151569,1.890707978438623
7328,Croatia,HRV,2001,4299642.0,74.35,6.9,5364.84,5360.0,0.51,Europe,8.587621504920833,8.586719254064848,-0.6655439837776034
7329,Haiti,HTI,2001,8455918.0,58.59,68.5,748.82,650.0,8.0,North America,6.618500183103503,6.476972362889683,2.0797194290076533
7330,Hungary,HUN,2001,10187576.0,72.39,8.1,5276.03,4790.0,114.41,Europe,8.570929804388868,8.474285690404962,4.739757012696061
7331,Indonesia,IDN,2001,219097902.0,66.58,39.5,732.31,700.0,1549.76,Asia,6.5961999524951995,6.551080335043404,7.345854708231597
7332,Isle of Man,IMN,2001,76476.0,75.29,,21819.71,23100.0,,Europe,9.990569077932662,10.047587896509885,
7333,India,IND,2001,1077898575.0,63.16,64.3,450.36,450.0,9.77,Asia,6.110042601129339,6.1092475827643655,2.278838501904704
7334,Ireland,IRL,2001,3866243.0,77.1,5.8,28282.41,24080.0,0.97,Europe,10.249995331446142,10.089136899422757,-0.031135724930834278
7335,Iraq,IRQ,2001,25197840.0,65.29,37.7,1435.7,1660.0,152.95,Asia,7.269404807783096,7.414572881350589,5.030136535191948
7336,Iceland,ISL,2001,284968.0,80.42,3.0,28897.44,30770.0,88.29,Europe,10.271508425195636,10.334295468316087,4.480682065155381
7337,Israel,ISR,2001,6439000.0,79.48,5.4,20907.11,19920.0,3.42,Asia,9.947844777358808,9.899479531138589,1.2284699831862336
7338,Italy,ITA,2001,56974100.0,79.88,4.5,20571.48,21190.0,0.82,Europe,9.931660869892484,9.961284651262345,-0.203003970989157
7339,Jamaica,JAM,2001,2624403.0,71.29,18.5,3503.55,3300.0,24.21,North America,8.161532095328207,8.101677747454572,3.186870769684846
7340,Jordan,JOR,2001,5498894.0,72.14,22.2,1632.29,1650.0,0.19,Asia,7.397741997245757,7.408530566894626,-1.636994088121493
7341,Japan,JPN,2001,127149000.0,81.51,3.1,34406.18,37380.0,149.64,Asia,10.445991549998435,10.528891081009554,5.0082450263476925
7342,Kazakhstan,KAZ,2001,15575550.0,64.11,33.7,1422.27,1290.0,24.36,Asia,7.260011798721929,7.162397497355718,3.1928459255957358
7343,Kenya,KEN,2001,31619170.0,56.5,61.2,410.7,410.0,21.57,Africa,6.017864122678034,6.016157159698354,3.071260802945718
7344,Cambodia,KHM,2001,12658484.0,60.46,79.4,327.5,310.0,946.73,Asia,5.791491060611077,5.736572297479192,6.853012261169489
7345,Kiribati,KIR,2001,90335.0,64.92,47.7,718.83,1340.0,0.87,Oceania,6.577630117247574,7.200424892944957,-0.13533441123930423
7346,Kuwait,KWT,2001,2008121.0,76.04,10.5,17374.23,19550.0,0.09,Asia,9.76274346032899,9.880730565413511,-2.396884354079113
7347,Lebanon,LBN,2001,4401918.0,74.35,16.6,4009.56,4040.0,729.17,Asia,8.296436613391002,8.303999970955196,6.591913616296845
7348,Liberia,LBR,2001,3015338.0,53.11,116.0,300.46,210.0,0.3,Africa,5.705327376011267,5.3471075307174685,-1.1889097415951713
7349,Libya,LBY,2001,5403639.0,70.65,20.9,6312.8,6130.0,0.19,Africa,8.75033464551972,8.720950028930258,-1.6720195510125262
7350,Liechtenstein,LIE,2001,33194.0,79.19,,75067.8,68970.0,,Europe,11.22614698639457,11.141426906425338,
7351,Sri Lanka,LKA,2001,19600362.0,71.8,12.7,803.54,800.0,19.63,Asia,6.689031977238851,6.684611727667927,2.9768554120837583
7352,Lesotho,LSO,2001,2000853.0,47.15,78.3,412.68,650.0,2.63,Africa,6.022666352464918,6.476972362889683,0.9676223406907909
7353,Lithuania,LTU,2001,3470818.0,71.71,8.2,3532.53,3450.0,0.43,Europe,8.16976900515244,8.146129510025405,-0.8376020173588599
7354,Luxembourg,LUX,2001,441525.0,77.53,3.7,48440.14,45000.0,0.96,Europe,10.788084129436792,10.714417768752456,-0.03732291511172198
7355,Latvia,LVA,2001,2337170.0,69.91,10.8,3504.62,3590.0,0.35,Europe,8.161836890435312,8.185907481482324,-1.0403726262548043
7356,Morocco,MAR,2001,28814643.0,67.2,43.5,1506.25,1580.0,3.99,Africa,7.317375236575255,7.365180126021013,1.383336828194104
7357,Monaco,MCO,2001,32447.0,82.48,4.1,82402.78,,,Europe,11.319374464806447,,
7358,Moldova,MDA,2001,2918135.0,67.67,25.4,507.4,500.0,2.34,Europe,6.229307680741148,6.214608098422191,0.8501320580807236
7359,Madagascar,MDG,2001,17032939.0,58.67,63.0,319.28,290.0,323.99,Africa,5.76607872827627,5.66988092298052,5.780706759402531
7360,Maldives,MDV,2001,286767.0,71.66,29.8,3033.93,2240.0,4.51,Asia,8.017614860737757,7.7142311448490855,1.506120720021038
7361,Mexico,MEX,2001,100099099.0,72.91,22.7,7952.76,7100.0,6.33,North America,8.981274920293279,8.867850063029406,1.845183325688831
7362,Marshall Islands,MHL,2001,51123.0,63.73,33.8,2394.35,3100.0,0.89,Oceania,7.780864990626504,8.039157390473237,-0.12024225846207807
7363,North Macedonia,MKD,2001,2034882.0,73.01,13.2,1823.02,1820.0,20.5,Europe,7.508251213891675,7.506591780070841,3.020207919799111
7364,Mali,MLI,2001,11912158.0,51.3,99.7,291.16,290.0,173.55,Africa,5.673871219806157,5.66988092298052,5.156474280196205
7365,Malta,MLT,2001,393028.0,78.9,6.5,10357.7,11030.0,0.59,Europe,9.245485873092965,9.308374112247549,-0.5294530378532127
7366,Myanmar,MMR,2001,45771139.0,60.64,72.3,141.53,190.0,72.53,Asia,4.952481048385397,5.247024072160486,4.284057922855172
7367,Montenegro,MNE,2001,607389.0,73.74,12.2,1909.6,1710.0,0.31,Europe,7.554648395228511,7.444248649496705,-1.1556614536773409
7368,Mongolia,MNG,2001,2417751.0,63.81,44.0,524.45,480.0,148.04,Asia,6.262356736682216,6.173786103901937,4.9974566976199
7369,Northern Mariana Islands,MNP,2001,67984.0,75.42,,,,,Oceania,,,
7370,Mozambique,MOZ,2001,18537729.0,50.26,100.1,304.79,330.0,11.85,Africa,5.719630031557016,5.799092654460526,2.4721176610020867
7371,Mauritania,MRT,2001,2678760.0,61.66,64.9,651.82,660.0,7.09,Africa,6.479765136694398,6.492239835020471,1.9592466242553255
7372,Mauritius,MUS,2001,1196287.0,71.99,15.4,3908.56,4030.0,12.04,Africa,8.27092351817579,8.301521654940728,2.488363699288203
7373,Malawi,MWI,2001,11593058.0,47.2,93.1,215.47,210.0,22.08,Africa,5.372842688627247,5.3471075307174685,3.094713373519028
7374,Malaysia,MYS,2001,23526538.0,73.08,7.2,3943.8,3570.0,1.15,Asia,8.279899862274945,8.180320874773685,0.13670513404431547
7375,Namibia,NAM,2001,1857048.0,51.98,44.5,1915.59,2060.0,3.17,Africa,7.557780564959724,7.630461261783627,1.1549364923033425
7376,New Caledonia,NCL,2001,227707.0,73.96,,14482.36,,,Oceania,9.580686679334637,,
7377,Niger,NER,2001,11920647.0,49.87,103.6,205.42,220.0,185.88,Africa,5.32504661656875,5.393627546352362,5.225092877529643
7378,Nigeria,NGA,2001,129862595.0,47.55,94.6,566.43,,25.11,Africa,6.339350385439818,,3.2232487949391024
7379,Nicaragua,NIC,2001,5087825.0,67.03,29.2,1051.87,980.0,4.82,North America,6.958328838519138,6.887552571664617,1.5733366692409347
7380,Netherlands,NLD,2001,16046180.0,78.34,5.0,26955.71,26820.0,0.9,Europe,10.20195053172933,10.196903156835669,-0.10002146047890309
7381,Norway,NOR,2001,4513751.0,78.9,3.8,38601.9,38280.0,9.17,Europe,10.561056715882637,10.55268284556689,2.216408930751817
7382,Nepal,NPL,2001,24946748.0,63.29,58.8,240.8,230.0,12.75,Asia,5.483946424793072,5.438079308923196,2.5452738032110536
7383,Nauru,NRU,2001,10130.0,59.48,36.1,2232.31,2800.0,0.73,Oceania,7.710791638427751,7.937374696163295,-0.30896294485655945
7384,New Zealand,NZL,2001,3880500.0,78.66,5.9,13882.86,13800.0,1.47,Oceania,9.5384100361428,9.532423871145296,0.38716331399820886
7385,Oman,OMN,2001,2310217.0,73.98,12.5,9611.96,8980.0,0.09,Asia,9.170763810114956,9.102755161296246,-2.4228007257599096
7386,Pakistan,PAK,2001,159270907.0,62.24,87.0,609.94,530.0,13.43,Asia,6.413359783241709,6.272877006546167,2.5976289227714435
7387,Panama,PAN,2001,3069537.0,73.82,19.7,3991.78,3770.0,0.49,North America,8.291991700920143,8.234830280442056,-0.7195510417577557
7388,Peru,PER,2001,26964601.0,70.32,27.7,1929.57,1890.0,1.33,South America,7.565053874171634,7.5443321080536885,0.2857984451943945
7389,Philippines,PHL,2001,81401488.0,67.83,26.8,969.53,1140.0,14.25,Asia,6.876812048959327,7.038783541388542,2.656900075283565
7390,Palau,PLW,2001,19352.0,64.8,21.5,8239.64,7480.0,0.75,Oceania,9.016711849344258,8.919988070968524,-0.2888318571570445
7391,Papua New Guinea,PNG,2001,5728435.0,61.65,55.2,537.85,530.0,1.31,Oceania,6.287574987680341,6.272877006546167,0.2725395401991655
7392,Poland,POL,2001,38248076.0,74.18,7.6,5015.24,4720.0,1.84,Europe,8.520236137030848,8.459564078579602,0.608168100691198
7393,Puerto Rico,PRI,2001,3818774.0,75.97,,18123.2,10950.0,0.73,North America,9.804948092825088,9.301094735244646,-0.3169509275487588
7394,Portugal,PRT,2001,10362722.0,77.15,5.1,11734.76,11850.0,0.67,Europe,9.370311080338116,9.380083146563278,-0.39920226074245596
7395,Paraguay,PRY,2001,5187689.0,70.28,28.1,1637.69,1470.0,972.2,South America,7.401039641188352,7.293017679772782,6.879563017741913
7396,French Polynesia,PYF,2001,244097.0,79.32,,14640.94,,,Oceania,9.591576720323319,,
7397,Qatar,QAT,2001,677925.0,75.49,10.0,25870.8,23090.0,1.05,Asia,10.160870167104592,10.047154902348542,0.047459472628020735
7398,Romania,ROU,2001,22131970.0,71.12,17.4,1825.19,1760.0,0.81,Europe,7.509441010415506,7.473069088032197,-0.20647998153880237
7399,Rwanda,RWA,2001,8287094.0,49.49,98.0,237.31,260.0,156.93,Africa,5.469362441301045,5.560681631015528,5.05582214759288
7400,Saudi Arabia,SAU,2001,17041397.0,72.95,18.7,10805.31,10540.0,0.85,Asia,9.287793081586702,9.262932822095353,-0.15736020896750674
7401,Sudan,SDN,2001,28516770.0,59.26,68.9,451.29,370.0,0.42,Africa,6.112117470568143,5.91350300563827,-0.8637697793295374
7402,Senegal,SEN,2001,10212942.0,58.16,70.4,637.21,640.0,228.34,Africa,6.4571048122167936,6.461468176353717,5.430836495381675
7403,Singapore,SGP,2001,4138012.0,78.27,2.8,21699.74,22130.0,0.9,Asia,9.985055626411079,10.004689433045096,-0.10325520693993707
7404,Solomon Islands,SLB,2001,449125.0,67.24,23.0,911.79,870.0,4.11,Oceania,6.81541182302144,6.76849321164863,1.4134623138153535
7405,Sierra Leone,SLE,2001,4692716.0,45.45,120.8,358.32,170.0,0.71,Africa,5.881414402095627,5.135798437050262,-0.34026604122826165
7406,El Salvador,SLV,2001,5968060.0,67.96,25.0,2058.04,1940.0,0.45,North America,7.629511583168267,7.570443252057374,-0.7918149654268909
7407,San Marino,SMR,2001,27143.0,80.8,4.6,39035.1,,0.76,Europe,10.572216608199772,,-0.2727693283149177
