,Country Name,Country Code,Year,Population,Period life expectancy at birth,Infant Mortality,GDP Per Capita,GNP Per Capita,PPP Per Capita,Continent,Log GDP Per Capita,Log GNP Per Capita,Log PPP Per Capita
283,Sri Lanka,LKA,1963,10395040.0,62.03,54.0,119.35,140.0,,Asia,4.782079894725984,4.941642422609304,
284,Lesotho,LSO,1963,805373.0,50.26,140.6,58.41,,,Africa,4.067447658432091,,
285,Lithuania,LTU,1963,2898950.0,70.57,,,,,Europe,,,
286,Luxembourg,LUX,1963,324100.0,68.67,27.2,2461.9,1790.0,,Europe,7.808689145030077,7.489970898834801,
287,Latvia,LVA,1963,2210919.0,70.34,,,,,Europe,,,
288,Morocco,MAR,1963,12577502.0,44.77,143.4,210.64,,,Africa,5.350129866640113,,
289,Monaco,MCO,1963,22385.0,72.48,,,,,Europe,,,
290,Moldova,MDA,1963,2188895.0,60.62,,,,,Europe,,,
291,Madagascar,MDG,1963,5525185.0,44.63,,137.43,130.0,,Africa,4.923140626039575,4.867534450455582,
292,Maldives,MDV,1963,98222.0,39.59,235.0,,,,Asia,,,
293,Mexico,MEX,1963,40424065.0,55.5,97.1,419.55,400.0,,North America,6.03918763340191,5.991464547107982,
294,Marshall Islands,MHL,1963,16302.0,55.74,77.3,,,,Oceania,,,
295,North Macedonia,MKD,1963,1488737.0,61.39,,,,,Europe,,,
296,Mali,MLI,1963,5646605.0,31.02,,,,,Africa,,,
297,Malta,MLT,1963,322550.0,69.25,32.5,,,,Europe,,,
298,Myanmar,MMR,1963,23213408.0,45.95,,25.8,30.0,,Asia,3.250528915484249,3.4011973816621555,
299,Montenegro,MNE,1963,513409.0,66.78,,,,,Europe,,,
300,Mongolia,MNG,1963,1071362.0,47.13,,,,,Asia,,,
301,Northern Mariana Islands,MNP,1963,9595.0,62.31,,,,,Oceania,,,
302,Mozambique,MOZ,1963,7109828.0,41.96,141.8,,,,Africa,,,
303,Mauritania,MRT,1963,893423.0,45.79,122.7,188.25,180.0,,Africa,5.237767403449501,5.19295685089021,
304,Mauritius,MUS,1963,718861.0,61.15,60.0,353.11,330.0,,Africa,5.866789669832165,5.799092654460526,
305,Malawi,MWI,1963,3900506.0,35.64,163.7,,,,Africa,,,
306,Malaysia,MYS,1963,8602160.0,59.67,56.3,291.8,260.0,,Asia,5.676068660056496,5.560681631015528,
307,Namibia,NAM,1963,629589.0,50.64,,,,,Africa,,,
308,New Caledonia,NCL,1963,88050.0,54.53,,,,,Oceania,,,
309,Niger,NER,1963,3823873.0,36.44,,153.32,150.0,,Africa,5.0325590857196065,5.0106352940962555,
310,Nigeria,NGA,1963,47973575.0,37.81,,107.68,,,Africa,4.679124316070351,,
311,Nicaragua,NIC,1963,1950159.0,48.75,132.8,152.46,150.0,,North America,5.026912094116153,5.0106352940962555,
312,Netherlands,NLD,1963,11965966.0,73.35,15.2,1436.89,1380.0,,Europe,7.270234428470577,7.22983877815125,
313,Norway,NOR,1963,3666537.0,73.1,17.1,1787.32,1730.0,,Europe,7.488471749945672,7.455876687491824,
314,Nepal,NPL,1963,10729818.0,39.61,208.6,46.31,50.0,,Asia,3.8354586058591065,3.912023005428146,
315,Nauru,NRU,1963,5226.0,58.1,,,,,Oceania,,,
316,New Zealand,NZL,1963,2531800.0,71.27,20.1,2646.24,2570.0,,Oceania,7.880893776377883,7.851661177889265,
317,Oman,OMN,1963,560827.0,38.5,216.1,106.83,110.0,,Asia,4.6712322894257605,4.700480365792417,
318,Pakistan,PAK,1963,49447776.0,46.76,153.1,93.65,100.0,,Asia,4.5395737493095165,4.605170185988092,
319,Panama,PAN,1963,1232124.0,61.81,61.3,586.62,530.0,,North America,6.374371604708013,6.272877006546167,
320,Peru,PER,1963,11102099.0,52.6,140.0,324.11,300.0,,South America,5.781074956763519,5.703782474656201,
321,Philippines,PHL,1963,30674731.0,60.02,57.2,179.46,210.0,,Asia,5.189977049272783,5.3471075307174685,
322,Palau,PLW,1963,10037.0,55.57,,,,,Oceania,,,
323,Papua New Guinea,PNG,1963,2141376.0,47.67,133.2,128.87,130.0,,Oceania,4.858836463908333,4.867534450455582,
324,Poland,POL,1963,30712000.0,68.32,46.5,,,,Europe,,,
325,Puerto Rico,PRI,1963,2504530.0,68.73,,931.75,900.0,,North America,6.837066326370908,6.802394763324311,
326,Portugal,PRT,1963,9030355.0,64.93,74.5,452.28,460.0,,Europe,6.114302101840457,6.131226489483141,
327,Paraguay,PRY,1963,2021909.0,61.1,61.8,189.87,180.0,,South America,5.246352391313761,5.19295685089021,
328,French Polynesia,PYF,1963,89737.0,60.51,,,,,Oceania,,,
329,Qatar,QAT,1963,50380.0,59.96,,,,,Asia,,,
330,Romania,ROU,1963,18797850.0,67.81,51.3,,,,Europe,,,
331,Rwanda,RWA,1963,3258890.0,44.0,115.9,39.28,40.0,,Africa,3.6706436173186994,3.6888794541139363,
332,Saudi Arabia,SAU,1963,2719341.0,47.09,,811.74,690.0,,Asia,6.699177966359056,6.536691597591305,
333,Sudan,SDN,1963,9218077.0,50.82,90.6,109.94,110.0,,Africa,4.6999275674309615,4.700480365792417,
334,Senegal,SEN,1963,3635876.0,39.74,123.8,308.63,,,Africa,5.732142659892636,,
335,Singapore,SGP,1963,1795000.0,66.49,29.3,511.2,530.0,,Asia,6.236765275846114,6.272877006546167,
336,Solomon Islands,SLB,1963,149589.0,49.82,104.2,,,,Oceania,,,
337,Sierra Leone,SLE,1963,2382258.0,34.7,161.9,146.31,,,Africa,4.985725107255076,,
338,El Salvador,SLV,1963,3028679.0,49.38,120.2,,,,North America,,,
339,San Marino,SMR,1963,16580.0,73.59,,,,,Europe,,,
340,Somalia,SOM,1963,3110361.0,44.19,,69.49,70.0,,Africa,4.24121501228365,4.248495242049359,
341,Serbia,SRB,1963,6787950.0,67.35,,,,,Europe,,,
342,South Sudan,SSD,1963,3072669.0,28.25,189.9,,,,Africa,,,
343,Sao Tome and Principe,STP,1963,70112.0,48.4,,,,,Africa,,,
344,Suriname,SUR,1963,297034.0,58.5,,424.03,250.0,,South America,6.049793671415698,5.521460917862246,
345,Slovenia,SVN,1963,1616971.0,68.61,,,,,Europe,,,
346,Sweden,SWE,1963,7604328.0,73.53,15.0,2675.1,2600.0,,Europe,7.891743396589503,7.8632667240095735,
347,Swaziland,SWZ,1963,369759.0,47.47,131.0,146.39,,,Africa,4.986282021692133,,
348,Sint Maarten (Dutch part),SXM,1963,3584.0,67.47,,,,,North America,,,
349,Seychelles,SYC,1963,45176.0,60.91,67.6,308.2,310.0,,Africa,5.730733505540852,5.736572297479192,
350,Turks and Caicos Islands,TCA,1963,5647.0,58.43,,,,,North America,,,
351,Chad,TCD,1963,3240905.0,39.89,141.0,114.71,110.0,,Africa,4.742414708066601,4.700480365792417,
352,Togo,TGO,1963,1765072.0,44.27,131.3,114.62,120.0,,Africa,4.741589253761818,4.787491742782046,
353,Thailand,THA,1963,29342322.0,51.99,102.3,120.66,120.0,,Asia,4.7929650597236995,4.787491742782046,
354,Tajikistan,TJK,1963,2331736.0,53.79,,,,,Asia,,,
355,Turkmenistan,TKM,1963,1804272.0,53.23,,,,,Asia,,,
356,Tonga,TON,1963,71885.0,59.77,62.2,,,,Oceania,,,
357,Trinidad and Tobago,TTO,1963,896804.0,63.63,56.4,756.28,740.0,,North America,6.6284181653849235,6.606650186198215,
358,Tunisia,TUN,1963,4427131.0,46.41,152.8,231.92,190.0,,Africa,5.446389931364496,5.247024072160486,
359,Tuvalu,TUV,1963,5751.0,50.58,120.6,,,,Oceania,,,
360,Tanzania,TZA,1963,10799528.0,43.62,120.7,329.01,320.0,,Africa,5.796089937480228,5.768320995793772,
361,Uganda,UGA,1963,8333663.0,47.38,118.8,61.96,,,Africa,4.126414397193185,,
362,Ukraine,UKR,1963,44462372.0,70.68,,,,,Europe,,,
363,Uruguay,URY,1963,2623766.0,68.02,53.2,586.82,610.0,,South America,6.374720159572819,6.413458957167357,
364,United States,USA,1963,189242000.0,69.94,24.4,3366.37,3390.0,,North America,8.121590228967138,8.128585200374497,
365,Uzbekistan,UZB,1963,9202246.0,57.56,,,,,Asia,,,
366,British Virgin Islands,VGB,1963,8114.0,64.31,58.7,,,,North America,,,
367,Vanuatu,VUT,1963,70159.0,51.48,102.7,,,,Oceania,,,
368,Samoa,WSM,1963,121764.0,56.86,70.3,,,,Oceania,,,
369,South Africa,ZAF,1963,17954564.0,53.89,,604.54,580.0,,Africa,6.4044626363865875,6.363028103540465,
370,Zambia,ZMB,1963,3465907.0,51.6,95.7,203.22,180.0,,Africa,5.314286435668231,5.19295685089021,
371,Zimbabwe,ZWE,1963,4185877.0,54.94,74.9,277.01,210.0,,Africa,5.62403800726867,5.3471075307174685,
372,Aruba,ABW,1964,57619.0,65.3,,,,,North America,,,
373,Afghanistan,AFG,1964,9814318.0,34.67,239.7,,,,Asia,,,
374,Angola,AGO,1964,5464187.0,37.7,,,,,Africa,,,
375,Albania,ALB,1964,1814135.0,60.4,,,,,Europe,,,
376,Andorra,AND,1964,12764.0,73.62,,,,,Europe,,,
377,United Arab Emirates,ARE,1964,159692.0,54.5,116.7,,,,Asia,,,
378,Argentina,ARG,1964,21769453.0,64.82,,1176.2,1120.0,,South America,7.070044914811788,7.02108396428914,
379,Armenia,ARM,1964,2120135.0,60.81,,,,,Europe,,,
380,American Samoa,ASM,1964,22673.0,66.13,,,,,Oceania,,,
381,Antigua and Barbuda,ATG,1964,59020.0,65.43,46.1,,,,North America,,,
382,Australia,AUS,1964,11167000.0,70.57,18.8,2131.38,2110.0,,Oceania,7.664525076912223,7.6544432264701125,
383,Austria,AUT,1964,7223801.0,70.12,29.7,1275.46,1270.0,,Europe,7.15105994455725,7.146772179452637,
384,Azerbaijan,AZE,1964,4439250.0,53.29,,,,,Europe,,,
385,Burundi,BDI,1964,3055650.0,43.6,,85.33,80.0,,Africa,4.446569787632071,4.382026634673881,
386,Belgium,BEL,1964,9378113.0,70.71,25.0,1724.02,1700.0,,Europe,7.452413438280774,7.438383530044307,
387,Benin,BEN,1964,2704003.0,40.5,152.0,99.79,100.0,,Africa,4.60301811796725,4.605170185988092,
388,Burkina Faso,BFA,1964,5071034.0,37.4,166.3,80.91,80.0,,Africa,4.393396610471197,4.382026634673881,
389,Bangladesh,BGD,1964,58178374.0,46.75,159.4,92.58,,,Asia,4.528054749107014,,
390,Bulgaria,BGR,1964,8144340.0,71.14,32.3,,,,Europe,,,
391,Bahrain,BHR,1964,193816.0,56.95,114.7,,,,Asia,,,
392,Bosnia and Herzegovina,BIH,1964,3513441.0,61.51,,,,,Europe,,,
393,Belarus,BLR,1964,8524224.0,71.3,25.3,,,,Europe,,,
394,Belize,BLZ,1964,101603.0,59.84,,356.24,350.0,,North America,5.875591771726504,5.857933154483459,
395,Bermuda,BMU,1964,46410.0,67.5,,1986.64,,,North America,7.5942004562916,,
396,Bolivia,BOL,1964,4022996.0,44.67,175.7,133.88,,,South America,4.896915336790612,,
397,Brazil,BRA,1964,81488595.0,54.85,115.1,257.26,270.0,,South America,5.550086185069002,5.598421958998375,
398,Barbados,BRB,1964,239958.0,66.68,54.2,413.63,540.0,,North America,6.024960810648332,6.29156913955832,
399,Bhutan,BTN,1964,252987.0,37.8,,,,,Asia,,,
400,Botswana,BWA,1964,566266.0,53.36,108.3,73.49,80.0,,Africa,4.29718441232358,4.382026634673881,
401,Central African Republic,CAF,1964,1839583.0,41.64,148.4,77.21,70.0,,Africa,4.3464647373210195,4.248495242049359,
402,Canada,CAN,1964,19325000.0,71.64,24.1,2561.64,2520.0,,North America,7.848402368240475,7.832014180505469,
403,Switzerland,CHE,1964,5789228.0,72.18,19.3,2734.93,2520.0,,Europe,7.913861153447772,7.832014180505469,
404,Chile,CHL,1964,8842525.0,58.81,105.3,674.49,670.0,,South America,6.513957057345607,6.507277712385012,
405,China,CHN,1964,698355000.0,52.34,,85.5,90.0,,Asia,4.448495821227286,4.499809670330265,
406,Côte d'Ivoire,CIV,1964,4273952.0,39.97,188.1,215.51,210.0,,Africa,5.372989866267295,5.3471075307174685,
407,Cameroon,CMR,1964,5578257.0,43.6,158.6,139.23,,,Africa,4.936113664207226,,
408,Colombia,COL,1964,17637411.0,58.77,85.8,338.68,320.0,,South America,5.825043707102804,5.768320995793772,
409,Comoros,COM,1964,211644.0,42.33,,,,,Africa,,,
410,Costa Rica,CRI,1964,1533960.0,64.49,69.4,353.71,350.0,,North America,5.868479903742818,5.857933154483459,
411,Cuba,CUB,1964,7866020.0,65.26,36.7,,,,North America,,,
412,Curacao,CUW,1964,133148.0,66.59,,,,,North America,,,
413,Cayman Islands,CYM,1964,9166.0,61.44,,,,,North America,,,
414,Cyprus,CYP,1964,612521.0,62.24,,,,,Europe,,,
415,Czechia,CZE,1964,9727804.0,70.59,21.0,,,,Europe,,,
416,Germany,DEU,1964,75318337.0,70.65,,1637.46,1610.0,,Europe,7.400898625295441,7.383989457978509,
417,Djibouti,DJI,1964,103198.0,44.81,,,,,Africa,,,
418,Dominica,DMA,1964,62587.0,63.28,59.4,,,,North America,,,
419,Denmark,DNK,1964,4722072.0,72.51,18.8,2049.4,1970.0,,Europe,7.625301001002573,7.585788821732034,
420,Dominican Republic,DOM,1964,3698559.0,54.65,99.4,277.3,270.0,,North America,5.625089704330812,5.598421958998375,
421,Algeria,DZA,1964,12179813.0,42.99,162.2,238.86,240.0,,Africa,5.475893521482531,5.480638923341991,
422,Ecuador,ECU,1964,5149918.0,55.95,115.3,435.76,380.0,,South America,6.077099580585688,5.940171252720432,
423,Eritrea,ERI,1964,1071287.0,39.18,,,,,Africa,,,
424,Spain,ESP,1964,31609195.0,70.49,38.9,694.95,660.0,,Europe,6.5438429033291925,6.492239835020471,
425,Estonia,EST,1964,1277086.0,70.65,,,,,Europe,,,
426,Ethiopia,ETH,1964,23666548.0,41.26,,83.84,80.0,,Africa,4.428872825158562,4.382026634673881,
427,Finland,FIN,1964,4548543.0,69.38,17.5,1725.6,1620.0,,Europe,7.453332896936031,7.3901814282264295,
428,Fiji,FJI,1964,458324.0,60.71,51.1,305.53,300.0,,Oceania,5.722055184290735,5.703782474656201,
429,France,FRA,1964,49401492.0,71.28,19.4,1884.14,1860.0,,Europe,7.541225655119407,7.528331766707247,
430,Faroe Islands,FRO,1964,35847.0,73.72,,,,,Europe,,,
431,Gabon,GAB,1964,538657.0,48.99,103.4,400.4,330.0,,Africa,5.992471431292321,5.799092654460526,
432,United Kingdom,GBR,1964,54000000.0,71.54,20.8,1748.29,1960.0,,Europe,7.466392369643356,7.580699752224563,
433,Georgia,GEO,1964,3870300.0,62.82,,,,,Europe,,,
434,Ghana,GHA,1964,7695739.0,47.64,118.4,224.97,210.0,,Africa,5.415958856157713,5.3471075307174685,
435,Gibraltar,GIB,1964,23315.0,70.44,,,,,Europe,,,
436,Guinea,GIN,1964,3819722.0,37.42,187.7,,,,Africa,,,
437,Guinea-Bissau,GNB,1964,588543.0,35.81,,,,,Africa,,,
438,Equatorial Guinea,GNQ,1964,291942.0,43.8,,177.83,,,Africa,5.180807892335838,,
439,Greece,GRC,1964,8510429.0,70.53,35.3,772.81,820.0,,Europe,6.650027400846982,6.709304340258298,
440,Grenada,GRD,1964,97760.0,64.2,46.0,,,,North America,,,
441,Greenland,GRL,1964,37600.0,60.69,,,,,North America,,,
442,Guatemala,GTM,1964,4571109.0,47.06,142.4,284.2,290.0,,North America,5.649671073974458,5.66988092298052,
443,Guam,GUM,1964,77008.0,64.1,,,,,Oceania,,,
444,Guyana,GUY,1964,621764.0,58.96,62.8,313.26,290.0,,South America,5.7470372256833135,5.66988092298052,
445,Honduras,HND,1964,2309855.0,50.2,126.6,197.85,190.0,,North America,5.287498638893426,5.247024072160486,
446,Croatia,HRV,1964,4252876.0,68.04,,,,,Europe,,,
447,Haiti,HTI,1964,4146244.0,44.93,183.5,78.45,,,North America,4.362487174815264,,
448,Hungary,HUN,1964,10119835.0,69.47,41.1,,,,Europe,,,
449,Indonesia,IDN,1964,98833749.0,49.44,130.9,,,,Asia,,,
450,Isle of Man,IMN,1964,49625.0,64.67,,,,,Europe,,,
451,India,IND,1964,479229598.0,46.74,144.0,117.86,110.0,,Asia,4.769467195333824,4.700480365792417,
452,Ireland,IRL,1964,2866550.0,70.45,26.0,994.61,1010.0,,Europe,6.902348017670869,6.917705609835305,
453,Iraq,IRQ,1964,7929566.0,55.24,111.8,269.42,340.0,,Asia,5.596282980406815,5.8289456176102075,
454,Iceland,ISL,1964,188983.0,73.53,16.0,2332.47,2070.0,,Europe,7.754684639133281,7.635303886259415,
455,Israel,ISR,1964,2475000.0,69.61,32.1,1622.95,1520.0,,Asia,7.391998996410499,7.326465613840322,
456,Italy,ITA,1964,51675350.0,70.38,37.4,1271.8,1210.0,,Europe,7.148189436885375,7.098375638590786,
457,Jamaica,JAM,1964,1745568.0,65.35,55.3,514.42,,,North America,6.243033270607053,,
458,Jordan,JOR,1964,1035640.0,56.46,91.0,,,,Asia,,,
459,Japan,JPN,1964,96903000.0,70.2,21.0,902.87,860.0,,Asia,6.805576054884967,6.756932389247553,
460,Kazakhstan,KAZ,1964,10690309.0,58.83,,,,,Asia,,,
461,Kenya,KEN,1964,8973535.0,51.32,97.8,111.3,110.0,,Africa,4.712234153362887,4.700480365792417,
462,Cambodia,KHM,1964,5946178.0,44.04,,,,,Asia,,,
463,Kiribati,KIR,1964,52088.0,50.36,129.5,,,,Oceania,,,
464,Kuwait,KWT,1964,473115.0,62.97,88.3,4378.78,,,Asia,8.38452640725521,,
465,Lebanon,LBN,1964,2030543.0,65.1,57.7,,,,Asia,,,
466,Liberia,LBR,1964,1258745.0,38.45,200.9,173.93,180.0,,Africa,5.15863274025966,5.19295685089021,
467,Libya,LBY,1964,1753691.0,47.65,150.2,764.9,590.0,,Africa,6.639743000718132,6.380122536899765,
468,Liechtenstein,LIE,1964,18755.0,71.07,,,,,Europe,,,
469,Sri Lanka,LKA,1964,10653397.0,62.38,53.6,122.94,130.0,,Asia,4.811711145853639,4.867534450455582,
470,Lesotho,LSO,1964,829437.0,50.31,142.1,62.62,,,Africa,4.1370969278377085,,
471,Lithuania,LTU,1964,2935200.0,71.94,,,,,Europe,,,
472,Luxembourg,LUX,1964,327750.0,68.83,25.9,2779.18,1980.0,,Europe,7.929912781432243,7.590852123688581,
473,Latvia,LVA,1964,2240623.0,71.53,,,,,Europe,,,
474,Morocco,MAR,1964,12898886.0,45.35,141.1,216.26,,,Africa,5.37649547353974,,
475,Monaco,MCO,1964,22686.0,72.71,,,,,Europe,,,
476,Moldova,MDA,1964,2228000.0,60.96,,,,,Europe,,,
477,Madagascar,MDG,1964,5669863.0,45.04,,141.53,140.0,,Africa,4.952544698606451,4.941642422609304,
478,Maldives,MDV,1964,100662.0,40.15,229.8,,,,Asia,,,
479,Mexico,MEX,1964,41772049.0,55.92,94.7,480.7,450.0,,North America,6.175252142154482,6.1092475827643655,
480,Marshall Islands,MHL,1964,16852.0,56.26,74.0,,,,Oceania,,,
481,North Macedonia,MKD,1964,1510900.0,61.54,,,,,Europe,,,
482,Mali,MLI,1964,5730125.0,31.23,,,,,Africa,,,
483,Malta,MLT,1964,321250.0,69.34,31.6,,,,Europe,,,
484,Myanmar,MMR,1964,23737315.0,46.65,,17.33,20.0,,Asia,2.8525660791420506,2.995732273553991,
485,Montenegro,MNE,1964,521753.0,67.39,,,,,Europe,,,
486,Mongolia,MNG,1964,1100234.0,47.95,,,,,Asia,,,
487,Northern Mariana Islands,MNP,1964,9925.0,62.59,,,,,Oceania,,,
488,Mozambique,MOZ,1964,7255061.0,41.66,143.1,,,,Africa,,,
489,Mauritania,MRT,1964,918955.0,46.58,120.0,244.29,240.0,,Africa,5.49837487281071,5.480638923341991,
490,Mauritius,MUS,1964,736381.0,61.52,58.3,297.28,300.0,,Africa,5.69468918981308,5.703782474656201,
491,Malawi,MWI,1964,3997305.0,35.68,164.1,,,,Africa,,,
492,Malaysia,MYS,1964,8828406.0,60.45,53.2,302.93,280.0,,Asia,5.713514802689864,5.634789603169249,
493,Namibia,NAM,1964,644530.0,51.35,,,,,Africa,,,
494,New Caledonia,NCL,1964,90602.0,55.29,,,,,Oceania,,,
495,Niger,NER,1964,3935814.0,36.46,,148.08,150.0,,Africa,4.997754485793675,5.0106352940962555,
496,Nigeria,NGA,1964,49012016.0,37.98,173.6,113.3,,,Africa,4.7300157403268335,,
497,Nicaragua,NIC,1964,2010176.0,49.59,132.1,172.68,170.0,,North America,5.151448025290666,5.135798437050262,
498,Netherlands,NLD,1964,12127120.0,73.74,14.8,1668.33,1550.0,,Europe,7.4195789212501255,7.346010209913293,
499,Norway,NOR,1964,3694339.0,73.61,16.6,1950.69,1880.0,,Europe,7.575940097215043,7.539027055823995,
500,Nepal,NPL,1964,10946392.0,40.23,204.8,45.32,50.0,,Asia,3.813765146416548,3.912023005428146,
501,Nauru,NRU,1964,5515.0,58.17,,,,,Oceania,,,
502,New Zealand,NZL,1964,2585400.0,71.3,19.4,2839.32,2750.0,,Oceania,7.951318341903903,7.919356190660617,
503,Oman,OMN,1964,572577.0,39.63,208.9,108.06,110.0,,Asia,4.682684231788533,4.700480365792417,
504,Pakistan,PAK,1964,50799999.0,47.83,149.3,102.46,100.0,,Asia,4.629470173660752,4.605170185988092,
505,Panama,PAN,1964,1270065.0,62.1,60.0,611.1,550.0,,North America,6.415261614945292,6.309918278226516,
506,Peru,PER,1964,11427978.0,53.3,135.3,380.97,330.0,,South America,5.94270870819733,5.799092654460526,
507,Philippines,PHL,1964,31643032.0,60.13,56.3,188.15,180.0,,Asia,5.2372596262292985,5.19295685089021,
508,Palau,PLW,1964,10292.0,55.79,,,,,Oceania,,,
509,Papua New Guinea,PNG,1964,2188325.0,48.29,129.1,139.52,140.0,,Oceania,4.938197953563162,4.941642422609304,
510,Poland,POL,1964,31139450.0,68.94,43.5,,,,Europe,,,
511,Puerto Rico,PRI,1964,2554066.0,68.24,,1006.43,960.0,,North America,6.914169112402346,6.866933284461882,
512,Portugal,PRT,1964,9035365.0,65.13,70.1,490.21,500.0,,Europe,6.194828538006799,6.214608098422191,
513,Paraguay,PRY,1964,2073119.0,61.37,61.7,196.97,190.0,,South America,5.283068469713625,5.247024072160486,
514,French Polynesia,PYF,1964,92823.0,60.8,,,,,Oceania,,,
515,Qatar,QAT,1964,56867.0,60.7,,,,,Asia,,,
516,Romania,ROU,1964,18919126.0,68.35,46.4,,,,Europe,,,
517,Rwanda,RWA,1964,3334834.0,48.13,114.4,38.98,30.0,,Africa,3.663111501285413,3.4011973816621555,
518,Saudi Arabia,SAU,1964,2821968.0,47.73,,840.48,740.0,,Asia,6.733973599167566,6.606650186198215,
519,Sudan,SDN,1964,9531109.0,50.88,90.3,109.65,110.0,,Africa,4.697294184574763,4.700480365792417,
520,Senegal,SEN,1964,3740535.0,39.76,123.6,317.85,,,Africa,5.761580915424789,,
521,Singapore,SGP,1964,1841600.0,66.71,28.2,485.53,510.0,,Asia,6.185242490774975,6.234410725718371,
522,Solomon Islands,SLB,1964,153085.0,50.58,99.8,,,,Oceania,,,
523,Sierra Leone,SLE,1964,2424390.0,35.3,160.6,153.38,160.0,,Africa,5.032903773936068,5.075173815233827,
524,El Salvador,SLV,1964,3111883.0,49.75,118.6,,,,North America,,,
525,San Marino,SMR,1964,16977.0,73.66,,,,,Europe,,,
526,Somalia,SOM,1964,3192796.0,44.39,,71.89,70.0,,Africa,4.275136337497336,4.248495242049359,
527,Serbia,SRB,1964,6832855.0,68.0,,,,,Europe,,,
528,South Sudan,SSD,1964,3129918.0,32.46,187.7,,,,Africa,,,
529,Sao Tome and Principe,STP,1964,70865.0,49.74,,,,,Africa,,,
530,Suriname,SUR,1964,309041.0,58.91,,434.89,260.0,,South America,6.075101752891318,5.560681631015528,
531,Slovenia,SVN,1964,1632114.0,68.49,,,,,Europe,,,
532,Sweden,SWE,1964,7661354.0,73.71,14.4,2961.06,2860.0,,Europe,7.993303547868129,7.958576903813898,
533,Swaziland,SWZ,1964,378656.0,47.92,129.4,171.61,,,Africa,5.145215193804521,,
534,Sint Maarten (Dutch part),SXM,1964,3922.0,67.78,,,,,North America,,,
535,Seychelles,SYC,1964,46322.0,61.15,66.0,332.3,330.0,,Africa,5.806053179386654,5.799092654460526,
536,Turks and Caicos Islands,TCA,1964,5657.0,59.12,,,,,North America,,,
537,Chad,TCD,1964,3307479.0,40.12,140.4,118.59,110.0,,Africa,4.775706795523245,4.700480365792417,
538,Togo,TGO,1964,1803440.0,44.6,130.1,130.07,130.0,,Africa,4.868067419720474,4.867534450455582,
539,Thailand,THA,1964,30232141.0,52.54,98.9,128.64,130.0,,Asia,4.857035116410594,4.867534450455582,
540,Tajikistan,TJK,1964,2411260.0,54.22,,,,,Asia,,,
541,Turkmenistan,TKM,1964,1859997.0,53.59,,,,,Asia,,,
542,Tonga,TON,1964,73879.0,60.25,58.4,,,,Oceania,,,
543,Trinidad and Tobago,TTO,1964,912963.0,63.98,54.8,779.77,800.0,,North America,6.658993893359312,6.684611727667927,
544,Tunisia,TUN,1964,4489869.0,47.27,146.7,228.48,200.0,,Africa,5.431469659714009,5.298317366548036,
545,Tuvalu,TUV,1964,5752.0,51.34,115.7,,,,Oceania,,,
546,Tanzania,TZA,1964,11127826.0,44.08,120.2,346.3,340.0,,Africa,5.847310703625759,5.8289456176102075,
547,Uganda,UGA,1964,8586363.0,47.85,117.0,68.63,,,Africa,4.228671369953589,,
548,Ukraine,UKR,1964,44951156.0,70.97,,,,,Europe,,,
549,Uruguay,URY,1964,2653180.0,68.11,52.4,744.65,670.0,,South America,6.612920043749154,6.507277712385012,
550,United States,USA,1964,191889000.0,70.2,23.9,3565.31,3580.0,,North America,8.17900752816344,8.183118079394745,
551,Uzbekistan,UZB,1964,9557611.0,57.92,,,,,Asia,,,
552,British Virgin Islands,VGB,1964,8168.0,64.76,55.1,,,,North America,,,
553,Vanuatu,VUT,1964,72219.0,51.97,99.6,,,,Oceania,,,
554,Samoa,WSM,1964,124894.0,54.04,75.1,,,,Oceania,,,
555,South Africa,ZAF,1964,18511361.0,54.21,,645.87,620.0,,Africa,6.470603471698742,6.429719478039138,
556,Zambia,ZMB,1964,3577017.0,51.17,95.0,229.98,200.0,,Africa,5.437989068469461,5.298317366548036,
557,Zimbabwe,ZWE,1964,4320006.0,55.43,73.3,281.74,180.0,,Africa,5.641000689005815,5.19295685089021,
558,Aruba,ABW,1965,58190.0,65.62,,,,,North America,,,
559,Afghanistan,AFG,1965,10036008.0,35.12,236.9,,,,Asia,,,
560,Angola,AGO,1965,5521981.0,37.97,,,,,Africa,,,
561,Albania,ALB,1965,1864791.0,61.27,,,,,Europe,,,
562,Andorra,AND,1965,13634.0,73.86,,,,,Europe,,,
563,United Arab Emirates,ARE,1965,167103.0,55.51,109.1,,,,Asia,,,
564,Argentina,ARG,1965,22112629.0,65.05,,1281.83,1230.0,,South America,7.156046660054657,7.114769448366463,
565,Armenia,ARM,1965,2183635.0,61.19,,,,,Europe,,,
566,American Samoa,ASM,1965,23406.0,66.0,,,,,Oceania,,,
567,Antigua and Barbuda,ATG,1965,59970.0,66.17,41.7,,,,North America,,,
568,Australia,AUS,1965,11388000.0,70.8,18.5,2281.11,2270.0,,Oceania,7.732417579407873,7.727535110475448,
